TRANSACTION_ID,TRANSACTION_DATE,GENDER,EMAIL_CONTACT,PRODUCT_DESCRIPTION,PRODUCT_UNIT_PRICE,QUANTITY,DISCOUNT_AMOUNT,NET_SALE_VALUE,REGION,COUNTRY,CAPITAL_CITY,EVENT_LOG_TIMESTAMP,First Name,Last Name,Year,Month,Day,Week,Quarter
1464930000000.0,2016-06-06,MALE,theodore_roosevelt@hotmail.com,GAMES,100,7,3,697,ASIA (EX. NEAR EAST)         ,Afghanistan ,Kabul,2016-Jun-03 11:05:26,Mr.Theodore,Roosevelt,2016,6,6,23,2
1464930000000.0,2016-06-09,FEMALE,theodore.jefferson@outlook.com,COMPUTER PERIPHERALS,80,9,9,711,NORTHERN AFRICA                    ,Egypt ,Cairo,2016-Jun-03 11:05:26,Mrs.Theodore,Jefferson,2016,6,9,23,2
1464930000000.0,2016-06-06,FEMALE,woodrow_harding@hotmail.com,FASHION,600,9,9,5391,WESTERN EUROPE                     ,Gibraltar ,Gibraltar,2016-Jun-03 11:05:27,Mrs.Woodrow,Harding,2016,6,6,23,2
1464930000000.0,2016-06-09,MALE,G@gmail.com,LITERATURE,90,6,4,536,SUB-SAHARAN AFRICA                 ,Liberia ,Monrovia,2016-Jun-03 11:05:27,Mr.Grover,Adams,2016,6,9,23,2
1464930000000.0,2016-06-06,MALE,rutherford_wilson@hotmail.com,ARTS,35,8,2,278,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 11:05:30,Mr.Rutherford,Wilson,2016,6,6,23,2
1464930000000.0,2016-06-07,MALE,Z@gmail.com,COMPUTER PERIPHERALS,80,9,3,717,LATIN AMER. & CARIB    ,Jamaica ,Kingston,2016-Jun-03 11:05:30,Mr.Zachary,Madison,2016,6,7,23,2
1464930000000.0,2016-06-09,MALE,ronald.carter@outlook.com,VISUAL,275,1,9,266,SUB-SAHARAN AFRICA                 ,Tanzania ,Dodoma,2016-Jun-03 11:05:31,Mr.Ronald,Carter,2016,6,9,23,2
1464930000000.0,2016-06-05,MALE,g.george.g.garfield@in.defteam.com,MUSIC,20,1,4,16,WESTERN EUROPE                     ,Denmark ,Copenhagen,2016-Jun-03 11:05:32,Mr.George,Garfield,2016,6,5,22,2
1464930000000.0,2016-06-05,MALE,woodrowandadams@yahoomail.com,ARTS,35,8,4,276,SUB-SAHARAN AFRICA                 ,Uganda ,Kampala,2016-Jun-03 11:05:33,Mr.Woodrow,Adams,2016,6,5,22,2
1464930000000.0,2016-06-08,MALE,franklin.jackson@outlook.com,GAMES,100,7,5,695,WESTERN EUROPE                     ,France ,Paris,2016-Jun-03 11:05:33,Mr.Franklin,Jackson,2016,6,8,23,2
1464930000000.0,2016-06-05,FEMALE,T@gmail.com,ARTS,35,4,2,138,SUB-SAHARAN AFRICA                 ,Somalia ,Mogadishu,2016-Jun-03 11:05:34,Mrs.Thomas,Harrison,2016,6,5,22,2
1464930000000.0,2016-06-08,FEMALE,john.eisenhower@outlook.com,CROCKERY,30,2,6,54,NEAR EAST                          ,Israel ,Jerusalem,2016-Jun-03 11:05:34,Mrs.John,Eisenhower,2016,6,8,23,2
1464930000000.0,2016-06-06,MALE,richardandtruman@yahoomail.com,WARDROBE,850,4,7,3393,SUB-SAHARAN AFRICA                 ,Cape Verde ,Praia,2016-Jun-03 11:05:35,Mr.Richard,Truman,2016,6,6,23,2
1464930000000.0,2016-06-06,MALE,warrenandjohnson@yahoomail.com,CROCKERY,30,9,1,269,LATIN AMER. & CARIB    ,Peru ,Lima,2016-Jun-03 11:05:35,Mr.Warren,Johnson,2016,6,6,23,2
1464930000000.0,2016-06-09,MALE,andrewandjefferson@yahoomail.com,WARDROBE,850,2,8,1692,SUB-SAHARAN AFRICA                 ,Mozambique ,Maputo,2016-Jun-03 11:05:36,Mr.Andrew,Jefferson,2016,6,9,23,2
1464930000000.0,2016-06-08,MALE,H@gmail.com,OPTICAL,50,9,4,446,ASIA (EX. NEAR EAST)         ,Taiwan ,Taipei,2016-Jun-03 11:05:37,Mr.Herbert,Nixon,2016,6,8,23,2
1464930000000.0,2016-06-06,FEMALE,andrew_carter@hotmail.com,COMPUTER PERIPHERALS,80,5,4,396,SUB-SAHARAN AFRICA                 ,Benin ,Porto-Novo,2016-Jun-03 11:05:39,Mrs.Andrew,Carter,2016,6,6,23,2
1464930000000.0,2016-06-05,FEMALE,R@gmail.com,SOFTWARE,40,6,9,231,SUB-SAHARAN AFRICA                 ,Eritrea ,Asmara,2016-Jun-03 11:05:39,Mrs.Richard,Monroe,2016,6,5,22,2
1464930000000.0,2016-06-09,FEMALE,t.thomas.w.washington@in.defteam.com,MECHANICAL,300,8,9,2391,WESTERN EUROPE                     ,France ,Paris,2016-Jun-03 11:05:39,Mrs.Thomas,Washington,2016,6,9,23,2
1464930000000.0,2016-06-05,FEMALE,w@hotmail.com,GIFTS,60,5,6,294,EASTERN EUROPE                     ,Bulgaria ,Sofia,2016-Jun-03 11:05:40,Mrs.William,Taylor,2016,6,5,22,2
1464930000000.0,2016-06-08,FEMALE,w@hotmail.com,FASHION,600,10,8,5992,WESTERN EUROPE                     ,Portugal ,Lisbon,2016-Jun-03 11:05:40,Mrs.Warren,Hoover,2016,6,8,23,2
1464930000000.0,2016-06-07,MALE,g.grover.j.johnson@in.defteam.com,GIFTS,60,3,6,174,NEAR EAST                          ,Israel ,Jerusalem,2016-Jun-03 11:05:40,Mr.Grover,Johnson,2016,6,7,23,2
1464930000000.0,2016-06-06,MALE,zachary.HARRISON@yahoomail.com,HANDICRAFT,150,3,7,443,OCEANIA                            ,Wallis and Futuna ,Mata-Utu,2016-Jun-03 11:05:41,Mr.Zachary,Harrison,2016,6,6,23,2
1464930000000.0,2016-06-07,MALE,theodore.2015-roosevelt-boom@gmail.com,WARDROBE,850,5,3,4247,SUB-SAHARAN AFRICA                 ,Zimbabwe ,Harare,2016-Jun-03 11:05:42,Mr.Theodore,Roosevelt,2016,6,7,23,2
1464930000000.0,2016-06-09,FEMALE,franklin.lincoln@outlook.com,OPTICAL,50,1,5,45,OCEANIA                            ,Palau ,Melekeok,2016-Jun-03 11:05:42,Mrs.Franklin,Lincoln,2016,6,9,23,2
1464930000000.0,2016-06-09,FEMALE,lyndon.HAYES@yahoomail.com,MECHANICAL,300,8,6,2394,C.W. OF IND. STATES ,Moldova ,Chisinau,2016-Jun-03 11:05:42,Mrs.Lyndon,Hayes,2016,6,9,23,2
1464930000000.0,2016-06-09,MALE,t@hotmail.com,HANDICRAFT,150,6,4,896,C.W. OF IND. STATES ,Uzbekistan ,Tashkent,2016-Jun-03 11:05:42,Mr.Thomas,Roosevelt,2016,6,9,23,2
1464930000000.0,2016-06-08,FEMALE,j.jimmy.t.truman@in.defteam.com,LIGHTING,55,7,1,384,EASTERN EUROPE                     ,Albania ,Tirana,2016-Jun-03 11:05:43,Mrs.Jimmy,Truman,2016,6,8,23,2
1464930000000.0,2016-06-09,MALE,d.dwight.t.truman@in.defteam.com,LITERATURE,90,10,4,896,SUB-SAHARAN AFRICA                 ,Gabon ,Libreville,2016-Jun-03 11:05:43,Mr.Dwight,Truman,2016,6,9,23,2
1464930000000.0,2016-06-06,FEMALE,martin.harding@outlook.com,MUSIC,20,9,7,173,WESTERN EUROPE                     ,Spain ,Madrid,2016-Jun-03 11:05:43,Mrs.Martin,Harding,2016,6,6,23,2
1464930000000.0,2016-06-06,MALE,t@hotmail.com,GADGETS,180,1,9,171,WESTERN EUROPE                     ,Faroe Islands ,Tórshavn,2016-Jun-03 11:05:44,Mr.Theodore,Washington,2016,6,6,23,2
1464930000000.0,2016-06-09,MALE,george.2015-taft-boom@gmail.com,VISUAL,275,4,5,1095,LATIN AMER. & CARIB    ,Bolivia ,La Paz,2016-Jun-03 11:05:45,Mr.George,Taft,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,j.james.m.madison@in.defteam.com,FASHION,600,8,4,4796,LATIN AMER. & CARIB    ,Bolivia ,La Paz,2016-Jun-03 11:05:46,Mrs.James,Madison,2016,6,7,23,2
1464930000000.0,2016-06-09,MALE,herbert_madison@hotmail.com,FASHION,600,1,4,596,WESTERN EUROPE                     ,Malta ,Valletta,2016-Jun-03 11:05:46,Mr.Herbert,Madison,2016,6,9,23,2
1464930000000.0,2016-06-07,MALE,woodrow.2015-hayes-boom@gmail.com,FURNITURE,450,6,6,2694,ASIA (EX. NEAR EAST)         ,Pakistan ,Islamabad,2016-Jun-03 11:05:46,Mr.Woodrow,Hayes,2016,6,7,23,2
1464930000000.0,2016-06-08,FEMALE,w.warren.q.quincy@in.defteam.com,WARDROBE,850,9,7,7643,LATIN AMER. & CARIB    ,Guyana ,Georgetown,2016-Jun-03 11:05:49,Mrs.Warren,Quincy,2016,6,8,23,2
1464930000000.0,2016-06-06,MALE,t.theodore.f.ford@in.defteam.com,ARTS,35,1,5,30,SUB-SAHARAN AFRICA                 ,Liberia ,Monrovia,2016-Jun-03 11:05:50,Mr.Theodore,Ford,2016,6,6,23,2
1464930000000.0,2016-06-05,MALE,ronald.jefferson@outlook.com,ELECTRICAL,250,2,3,497,WESTERN EUROPE                     ,Finland ,Helsinki,2016-Jun-03 11:05:51,Mr.Ronald,Jefferson,2016,6,5,22,2
1464930000000.0,2016-06-05,FEMALE,J@gmail.com,COMPUTER PERIPHERALS,80,2,3,157,SUB-SAHARAN AFRICA                 ,Madagascar ,Antananarivo,2016-Jun-03 11:05:52,Mrs.James,Tyler,2016,6,5,22,2
1464930000000.0,2016-06-08,MALE,martinandjohnson@yahoomail.com,ELECTRICAL,250,8,4,1996,SUB-SAHARAN AFRICA                 ,Botswana ,Gaborone,2016-Jun-03 11:05:52,Mr.Martin,Johnson,2016,6,8,23,2
1464930000000.0,2016-06-05,MALE,george.carter@outlook.com,SOFTWARE,40,1,6,34,WESTERN EUROPE                     ,Malta ,Valletta,2016-Jun-03 11:05:53,Mr.George,Carter,2016,6,5,22,2
1464930000000.0,2016-06-09,FEMALE,andrew.2015-buchanan-boom@gmail.com,TOYS,25,9,8,217,SUB-SAHARAN AFRICA                 ,Guinea-Bissau ,Bissau,2016-Jun-03 11:05:54,Mrs.Andrew,Buchanan,2016,6,9,23,2
1464930000000.0,2016-06-05,MALE,t@hotmail.com,ENTERTAINMENT,110,6,8,652,EASTERN EUROPE                     ,Serbia ,Belgrade,2016-Jun-03 11:05:56,Mr.Thomas,Taft,2016,6,5,22,2
1464930000000.0,2016-06-06,MALE,martin.taylor@outlook.com,OPTICAL,50,4,5,195,ASIA (EX. NEAR EAST)         ,Philippines ,Manila,2016-Jun-03 11:05:57,Mr.Martin,Taylor,2016,6,6,23,2
1464930000000.0,2016-06-08,MALE,g@hotmail.com,OPTICAL,50,4,6,194,SUB-SAHARAN AFRICA                 ,Botswana ,Gaborone,2016-Jun-03 11:05:57,Mr.Gerald,Jefferson,2016,6,8,23,2
1464930000000.0,2016-06-06,FEMALE,george.WILSON@yahoomail.com,LITERATURE,90,8,9,711,NEAR EAST                          ,Yemen ,Sana'a,2016-Jun-03 11:05:58,Mrs.George,Wilson,2016,6,6,23,2
1464930000000.0,2016-06-05,FEMALE,franklin_madison@hotmail.com,GADGETS,180,7,6,1254,SUB-SAHARAN AFRICA                 ,Saint Helena ,Jamestown,2016-Jun-03 11:05:59,Mrs.Franklin,Madison,2016,6,5,22,2
1464930000000.0,2016-06-07,MALE,b.benjamin.m.madison@in.defteam.com,MOBILE,500,3,2,1498,SUB-SAHARAN AFRICA                 ,Comoros ,Moroni,2016-Jun-03 11:06:01,Mr.Benjamin,Madison,2016,6,7,23,2
1464930000000.0,2016-06-06,MALE,W@gmail.com,CUTLERY,75,7,5,520,LATIN AMER. & CARIB    ,Brazil ,Brasília,2016-Jun-03 11:06:01,Mr.Warren,Adams,2016,6,6,23,2
1464930000000.0,2016-06-09,MALE,warrenandharrison@yahoomail.com,ELECTRONICS,800,10,1,7999,SUB-SAHARAN AFRICA                 ,Zimbabwe ,Harare,2016-Jun-03 11:06:04,Mr.Warren,Harrison,2016,6,9,23,2
1464930000000.0,2016-06-08,FEMALE,w.william.k.kennedy@in.defteam.com,MUSIC,20,10,1,199,SUB-SAHARAN AFRICA                 ,Uganda ,Kampala,2016-Jun-03 11:06:04,Mrs.William,Kennedy,2016,6,8,23,2
1464930000000.0,2016-06-05,FEMALE,bill.2015-hayes-boom@gmail.com,PAINTING,175,7,1,1224,C.W. OF IND. STATES ,Azerbaijan ,Baku,2016-Jun-03 11:06:05,Mrs.Bill,Hayes,2016,6,5,22,2
1464930000000.0,2016-06-09,FEMALE,A@gmail.com,ELECTRONICS,800,7,5,5595,OCEANIA                            ,Samoa ,Apia,2016-Jun-03 11:06:05,Mrs.Abraham,Fillmore,2016,6,9,23,2
1464930000000.0,2016-06-07,MALE,W@gmail.com,WARDROBE,850,2,9,1691,NORTHERN AMERICA                   ,Bermuda ,Hamilton,2016-Jun-03 11:06:06,Mr.Warren,Jackson,2016,6,7,23,2
1464930000000.0,2016-06-05,FEMALE,T@gmail.com,COMPUTER PERIPHERALS,80,3,7,233,NORTHERN AMERICA                   ,United States ,"Washington, D.C.",2016-Jun-03 11:06:06,Mrs.Thomas,Tyler,2016,6,5,22,2
1464930000000.0,2016-06-08,MALE,harryandjohnson@yahoomail.com,MECHANICAL,300,2,4,596,ASIA (EX. NEAR EAST)         ,Maldives ,Malé,2016-Jun-03 11:06:08,Mr.Harry,Johnson,2016,6,8,23,2
1464930000000.0,2016-06-06,MALE,thomasandwilson@yahoomail.com,CROCKERY,30,9,8,262,OCEANIA                            ,Fiji ,Suva,2016-Jun-03 11:06:09,Mr.Thomas,Wilson,2016,6,6,23,2
1464930000000.0,2016-06-08,MALE,bill_monroe@hotmail.com,FURNITURE,450,5,8,2242,WESTERN EUROPE                     ,Luxembourg ,Luxembourg,2016-Jun-03 11:06:09,Mr.Bill,Monroe,2016,6,8,23,2
1464930000000.0,2016-06-08,FEMALE,h@hotmail.com,MUSIC,20,2,7,33,OCEANIA                            ,Nauru ,Yaren,2016-Jun-03 11:06:11,Mrs.Herbert,Quincy,2016,6,8,23,2
1464930000000.0,2016-06-06,MALE,gerald_hayes@hotmail.com,FOOTWEAR,45,9,4,401,ASIA (EX. NEAR EAST)         ,Japan ,Tokyo,2016-Jun-03 11:06:11,Mr.Gerald,Hayes,2016,6,6,23,2
1464930000000.0,2016-06-07,MALE,r@hotmail.com,FASHION,600,8,1,4799,LATIN AMER. & CARIB    ,Argentina ,Buenos Aires,2016-Jun-03 11:06:14,Mr.Richard,Quincy,2016,6,7,23,2
1464930000000.0,2016-06-09,FEMALE,B@gmail.com,GIFTS,60,8,1,479,SUB-SAHARAN AFRICA                 ,Kenya ,Nairobi,2016-Jun-03 11:06:15,Mrs.Bill,Arthur,2016,6,9,23,2
1464930000000.0,2016-06-06,FEMALE,george.KENNEDY@yahoomail.com,TOYS,25,4,5,95,BALTICS                            ,Latvia ,Riga,2016-Jun-03 11:06:15,Mrs.George,Kennedy,2016,6,6,23,2
1464930000000.0,2016-06-06,FEMALE,ronald.carter@outlook.com,GADGETS,180,5,3,897,LATIN AMER. & CARIB    ,French Guiana ,Cayenne,2016-Jun-03 11:06:16,Mrs.Ronald,Carter,2016,6,6,23,2
1464930000000.0,2016-06-06,FEMALE,richard.nixon@outlook.com,ARTS,35,10,2,348,LATIN AMER. & CARIB    ,Montserrat ,Plymouth,2016-Jun-03 11:06:17,Mrs.Richard,Nixon,2016,6,6,23,2
1464930000000.0,2016-06-07,MALE,benjamin.BUCHANAN@yahoomail.com,ENTERTAINMENT,110,4,2,438,NORTHERN AMERICA                   ,Greenland ,Nuuk,2016-Jun-03 11:06:18,Mr.Benjamin,Buchanan,2016,6,7,23,2
1464930000000.0,2016-06-08,FEMALE,james_tyler@hotmail.com,COMPUTER PERIPHERALS,80,7,8,552,LATIN AMER. & CARIB    ,Panama ,Panama City,2016-Jun-03 11:06:18,Mrs.James,Tyler,2016,6,8,23,2
1464930000000.0,2016-06-07,MALE,woodrowandgrant@yahoomail.com,VISUAL,275,6,7,1643,EASTERN EUROPE                     ,Hungary ,Budapest,2016-Jun-03 11:06:18,Mr.Woodrow,Grant,2016,6,7,23,2
1464930000000.0,2016-06-06,FEMALE,warren.reagan@outlook.com,SOFTWARE,40,8,8,312,LATIN AMER. & CARIB    ,Bahamas,Nassau,2016-Jun-03 11:06:22,Mrs.Warren,Reagan,2016,6,6,23,2
1464930000000.0,2016-06-07,MALE,l@hotmail.com,ARTS,35,8,6,274,LATIN AMER. & CARIB    ,Suriname ,Paramaribo,2016-Jun-03 11:06:22,Mr.Lyndon,Taft,2016,6,7,23,2
1464930000000.0,2016-06-06,FEMALE,franklin_nixon@hotmail.com,ELECTRONICS,800,3,7,2393,OCEANIA                            ,Cook Islands ,Avarua,2016-Jun-03 11:06:22,Mrs.Franklin,Nixon,2016,6,6,23,2
1464930000000.0,2016-06-08,MALE,richard.2015-tyler-boom@gmail.com,CUTLERY,75,3,7,218,WESTERN EUROPE                     ,Malta ,Valletta,2016-Jun-03 11:06:22,Mr.Richard,Tyler,2016,6,8,23,2
1464930000000.0,2016-06-09,FEMALE,herbert.ADAMS@yahoomail.com,CUTLERY,75,2,8,142,WESTERN EUROPE                     ,Austria ,Vienna,2016-Jun-03 11:06:23,Mrs.Herbert,Adams,2016,6,9,23,2
1464930000000.0,2016-06-06,FEMALE,T@gmail.com,CUTLERY,75,4,3,297,NEAR EAST                          ,Lebanon ,Beirut,2016-Jun-03 11:06:23,Mrs.Thomas,Nixon,2016,6,6,23,2
1464930000000.0,2016-06-06,MALE,richard.2015-hayes-boom@gmail.com,LIGHTING,55,5,2,273,ASIA (EX. NEAR EAST)         ,Sri Lanka ,Sri Jayawardenepura Kotte,2016-Jun-03 11:06:24,Mr.Richard,Hayes,2016,6,6,23,2
1464930000000.0,2016-06-05,MALE,W@gmail.com,WARDROBE,850,10,6,8494,LATIN AMER. & CARIB    ,Bolivia ,La Paz,2016-Jun-03 11:06:24,Mr.Warren,Jefferson,2016,6,5,22,2
1464930000000.0,2016-06-05,FEMALE,t@hotmail.com,MECHANICAL,300,8,2,2398,ASIA (EX. NEAR EAST)         ,Burma ,Naypyidaw,2016-Jun-03 11:06:24,Mrs.Thomas,Ford,2016,6,5,22,2
1464930000000.0,2016-06-06,MALE,herbertandcarter@yahoomail.com,MECHANICAL,300,5,7,1493,LATIN AMER. & CARIB    ,Panama ,Panama City,2016-Jun-03 11:06:24,Mr.Herbert,Carter,2016,6,6,23,2
1464930000000.0,2016-06-08,FEMALE,thomas.2015-arthur-boom@gmail.com,LITERATURE,90,1,9,81,LATIN AMER. & CARIB    ,Colombia ,Bogotá,2016-Jun-03 11:06:26,Mrs.Thomas,Arthur,2016,6,8,23,2
1464930000000.0,2016-06-07,FEMALE,T@gmail.com,ELECTRONICS,800,1,5,795,NEAR EAST                          ,Bahrain ,Manama,2016-Jun-03 11:06:26,Mrs.Theodore,Grant,2016,6,7,23,2
1464930000000.0,2016-06-06,MALE,rutherford.2015-polk-boom@gmail.com,GIFTS,60,4,5,235,C.W. OF IND. STATES ,Georgia ,Tbilisi,2016-Jun-03 11:06:27,Mr.Rutherford,Polk,2016,6,6,23,2
1464930000000.0,2016-06-05,MALE,george_buchanan@hotmail.com,LITERATURE,90,6,6,534,NORTHERN AFRICA                    ,Tunisia ,Tunis,2016-Jun-03 11:06:27,Mr.George,Buchanan,2016,6,5,22,2
1464930000000.0,2016-06-05,FEMALE,t@hotmail.com,FOOTWEAR,45,5,9,216,ASIA (EX. NEAR EAST)         ,Burma ,Naypyidaw,2016-Jun-03 11:06:28,Mrs.Thomas,Roosevelt,2016,6,5,22,2
1464930000000.0,2016-06-05,MALE,grover_harrison@hotmail.com,CROCKERY,30,5,5,145,ASIA (EX. NEAR EAST)         ,China ,Beijing,2016-Jun-03 11:06:28,Mr.Grover,Harrison,2016,6,5,22,2
1464930000000.0,2016-06-09,MALE,herbertandtruman@yahoomail.com,MOBILE,500,9,7,4493,EASTERN EUROPE                     ,Croatia ,Zagreb,2016-Jun-03 11:06:28,Mr.Herbert,Truman,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,chesterandharding@yahoomail.com,ARTS,35,9,1,314,OCEANIA                            ,Nauru ,Yaren,2016-Jun-03 11:06:29,Mrs.Chester,Harding,2016,6,7,23,2
1464930000000.0,2016-06-06,MALE,j.jimmy.w.wilson@in.defteam.com,FURNITURE,450,5,1,2249,ASIA (EX. NEAR EAST)         ,Iran ,Tehran,2016-Jun-03 11:06:31,Mr.Jimmy,Wilson,2016,6,6,23,2
1464930000000.0,2016-06-06,FEMALE,bill.2015-pierce-boom@gmail.com,CUTLERY,75,8,7,593,SUB-SAHARAN AFRICA                 ,Rwanda ,Kigali,2016-Jun-03 11:06:31,Mrs.Bill,Pierce,2016,6,6,23,2
1464930000000.0,2016-06-08,FEMALE,james.2015-eisenhower-boom@gmail.com,HANDICRAFT,150,8,3,1197,SUB-SAHARAN AFRICA                 ,Mali ,Bamako,2016-Jun-03 11:06:32,Mrs.James,Eisenhower,2016,6,8,23,2
1464930000000.0,2016-06-05,FEMALE,richard.GARFIELD@yahoomail.com,FURNITURE,450,9,4,4046,WESTERN EUROPE                     ,Norway ,Oslo,2016-Jun-03 11:06:33,Mrs.Richard,Garfield,2016,6,5,22,2
1464930000000.0,2016-06-06,FEMALE,woodrow.EISENHOWER@yahoomail.com,ELECTRICAL,250,1,5,245,ASIA (EX. NEAR EAST)         ,India ,New Delhi,2016-Jun-03 11:06:33,Mrs.Woodrow,Eisenhower,2016,6,6,23,2
1464930000000.0,2016-06-06,MALE,harry_garfield@hotmail.com,MUSIC,20,8,9,151,ASIA (EX. NEAR EAST)         ,Singapore ,Singapore,2016-Jun-03 11:06:34,Mr.Harry,Garfield,2016,6,6,23,2
1464930000000.0,2016-06-08,FEMALE,richard.POLK@yahoomail.com,WARDROBE,850,2,1,1699,SUB-SAHARAN AFRICA                 ,Mali ,Bamako,2016-Jun-03 11:06:34,Mrs.Richard,Polk,2016,6,8,23,2
1464930000000.0,2016-06-09,MALE,j@hotmail.com,TOYS,25,4,1,99,C.W. OF IND. STATES ,Tajikistan ,Dushanbe,2016-Jun-03 11:06:36,Mr.James,Hoover,2016,6,9,23,2
1464930000000.0,2016-06-07,MALE,gerald_pierce@hotmail.com,LITERATURE,90,4,1,359,SUB-SAHARAN AFRICA                 ,Gabon ,Libreville,2016-Jun-03 11:06:36,Mr.Gerald,Pierce,2016,6,7,23,2
1464930000000.0,2016-06-08,MALE,jimmy.2015-pierce-boom@gmail.com,CUTLERY,75,5,5,370,LATIN AMER. & CARIB    ,Cuba ,Havana,2016-Jun-03 11:06:36,Mr.Jimmy,Pierce,2016,6,8,23,2
1464930000000.0,2016-06-09,MALE,johnandarthur@yahoomail.com,VISUAL,275,9,4,2471,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 11:06:38,Mr.John,Arthur,2016,6,9,23,2
1464930000000.0,2016-06-09,FEMALE,martin.buchanan@outlook.com,PAINTING,175,4,1,699,SUB-SAHARAN AFRICA                 ,Ethiopia ,Addis Ababa,2016-Jun-03 11:06:38,Mrs.Martin,Buchanan,2016,6,9,23,2
1464930000000.0,2016-06-07,MALE,g@hotmail.com,COMPUTER PERIPHERALS,80,3,8,232,SUB-SAHARAN AFRICA                 ,Liberia ,Monrovia,2016-Jun-03 11:06:38,Mr.Grover,Van,2016,6,7,23,2
1464930000000.0,2016-06-06,MALE,williamandkennedy@yahoomail.com,FOOTWEAR,45,6,1,269,C.W. OF IND. STATES ,Uzbekistan ,Tashkent,2016-Jun-03 11:06:38,Mr.William,Kennedy,2016,6,6,23,2
1464930000000.0,2016-06-06,MALE,abraham.2015-nixon-boom@gmail.com,MUSIC,20,5,4,96,NORTHERN AFRICA                    ,Tunisia ,Tunis,2016-Jun-03 11:06:38,Mr.Abraham,Nixon,2016,6,6,23,2
1464930000000.0,2016-06-07,FEMALE,m@hotmail.com,OPTICAL,50,7,2,348,NORTHERN AFRICA                    ,Libya ,Tripoli,2016-Jun-03 11:06:39,Mrs.Martin,Polk,2016,6,7,23,2
1464930000000.0,2016-06-08,FEMALE,andrew_coolidge@hotmail.com,PAINTING,175,6,3,1047,LATIN AMER. & CARIB    ,Colombia ,Bogotá,2016-Jun-03 11:06:39,Mrs.Andrew,Coolidge,2016,6,8,23,2
1464930000000.0,2016-06-06,FEMALE,a.andrew.h.hayes@in.defteam.com,GADGETS,180,8,4,1436,NORTHERN AMERICA                   ,Greenland ,Nuuk,2016-Jun-03 11:06:40,Mrs.Andrew,Hayes,2016,6,6,23,2
1464930000000.0,2016-06-07,FEMALE,rutherfordandgrant@yahoomail.com,GAMES,100,7,9,691,C.W. OF IND. STATES ,Ukraine ,Kiev,2016-Jun-03 11:06:40,Mrs.Rutherford,Grant,2016,6,7,23,2
1464930000000.0,2016-06-08,FEMALE,b@hotmail.com,VISUAL,275,10,6,2744,SUB-SAHARAN AFRICA                 ,Gabon ,Libreville,2016-Jun-03 11:06:41,Mrs.Benjamin,Jackson,2016,6,8,23,2
1464930000000.0,2016-06-08,MALE,martin_madison@hotmail.com,HANDICRAFT,150,6,3,897,ASIA (EX. NEAR EAST)         ,Thailand ,Bangkok,2016-Jun-03 11:06:41,Mr.Martin,Madison,2016,6,8,23,2
1464930000000.0,2016-06-08,FEMALE,richardandroosevelt@yahoomail.com,ELECTRICAL,250,9,3,2247,SUB-SAHARAN AFRICA                 ,Tanzania ,Dodoma,2016-Jun-03 11:06:41,Mrs.Richard,Roosevelt,2016,6,8,23,2
1464930000000.0,2016-06-06,MALE,ronald.2015-lincoln-boom@gmail.com,ARTS,35,2,2,68,SUB-SAHARAN AFRICA                 ,Benin ,Porto-Novo,2016-Jun-03 11:06:42,Mr.Ronald,Lincoln,2016,6,6,23,2
1464930000000.0,2016-06-05,MALE,lyndon.2015-adams-boom@gmail.com,MECHANICAL,300,10,1,2999,OCEANIA                            ,American Samoa ,Pago Pago,2016-Jun-03 11:06:43,Mr.Lyndon,Adams,2016,6,5,22,2
1464930000000.0,2016-06-06,MALE,martin.2015-adams-boom@gmail.com,SOFTWARE,40,5,5,195,BALTICS                            ,Lithuania ,Vilnius,2016-Jun-03 11:06:43,Mr.Martin,Adams,2016,6,6,23,2
1464930000000.0,2016-06-05,MALE,benjamin_hoover@hotmail.com,COMPUTER PERIPHERALS,80,3,1,239,SUB-SAHARAN AFRICA                 ,Botswana ,Gaborone,2016-Jun-03 11:06:44,Mr.Benjamin,Hoover,2016,6,5,22,2
1464930000000.0,2016-06-05,MALE,ulysses.2015-johnson-boom@gmail.com,ARTS,35,10,2,348,OCEANIA                            ,Vanuatu ,Port Vila,2016-Jun-03 11:06:44,Mr.Ulysses,Johnson,2016,6,5,22,2
1464930000000.0,2016-06-09,MALE,franklin_polk@hotmail.com,SOFTWARE,40,8,5,315,BALTICS                            ,Estonia ,Tallinn,2016-Jun-03 11:06:45,Mr.Franklin,Polk,2016,6,9,23,2
1464930000000.0,2016-06-09,FEMALE,u@hotmail.com,ELECTRONICS,800,5,4,3996,OCEANIA                            ,New Zealand ,Wellington,2016-Jun-03 11:06:46,Mrs.Ulysses,Roosevelt,2016,6,9,23,2
1464930000000.0,2016-06-07,FEMALE,warren_pierce@hotmail.com,CUTLERY,75,8,5,595,ASIA (EX. NEAR EAST)         ,Nepal ,Kathmandu,2016-Jun-03 11:06:47,Mrs.Warren,Pierce,2016,6,7,23,2
1464930000000.0,2016-06-05,FEMALE,ronald.MONROE@yahoomail.com,LITERATURE,90,3,8,262,LATIN AMER. & CARIB    ,Venezuela ,Caracas,2016-Jun-03 11:06:48,Mrs.Ronald,Monroe,2016,6,5,22,2
