TRANSACTION_ID,TRANSACTION_DATE,USER_FULL_NAME,GENDER,EMAIL_CONTACT,PRODUCT_DESCRIPTION,PRODUCT_UNIT_PRICE,QUANTITY,DISCOUNT_AMOUNT,NET_SALE_VALUE,REGION,COUNTRY,CAPITAL_CITY,EVENT_LOG_TIMESTAMP
1.46493E+12,2016-Jun-05 11:20:44,Mrs.Dwight Reagan,female,dwight_reagan@hotmail.com,TOYS,25,3,5,70,ASIA (EX. NEAR EAST)         ,Bangladesh ,Dhaka,2016-Jun-03 11:20:44
1.46493E+12,2016-Jun-07 11:20:45,Mr.George Buchanan,m,g@hotmail.com,ENTERTAINMENT,110,8,5,875,EASTERN EUROPE                     ,Bulgaria ,Sofia,2016-Jun-03 11:20:45
1.46493E+12,2016-Jun-06 11:20:46,Mr.Benjamin Harding,MALE,B@gmail.com,MECHANICAL,300,6,7,1793,WESTERN EUROPE                     ,Greece ,Athens,2016-Jun-03 11:20:46
1.46493E+12,2016-Jun-05 11:20:46,Mrs.Harry Truman,Female,harry.truman@outlook..com,SOFTWARE,40,1,3,37,WESTERN EUROPE                     ,Denmark ,Copenhagen,2016-Jun-03 11:20:46
1.46493E+12,2016-Jun-06 11:20:46,Mrs.George Buchanan,Female,george.buchanan@outlook.com,ELECTRONICS,800,1,8,792,LATIN AMER. & CARIB    ,Saint Lucia ,Castries,2016-Jun-03 11:20:46
1.46493E+12,2016-Jun-06 11:20:47,Mr.Lyndon Jefferson,m,lyndon_jefferson@hotmail.com,PAINTING,175,1,4,171,NORTHERN AMERICA                   ,Greenland ,Nuuk,2016-Jun-03 11:20:47
1.46493E+12,2016-Jun-07 11:20:47,Mr.Lyndon Van Buren,MALE,lyndon.van buren.com,TOYS,25,5,5,120,SUB-SAHARAN AFRICA                 ,Zimbabwe ,Harare,2016-Jun-03 11:20:47
1.46493E+12,2016-Jun-06 11:20:47,Mr.William Adams,M,W@william@adams@gmail.com,ELECTRICAL,250,8,6,1994,LATIN AMER. & CARIB    ,El Salvador ,San Salvador,2016-Jun-03 11:20:47
1.46493E+12,2016-Jun-07 11:20:47,Mr.Martin Monroe,MALE,martin_monroe@hotmail.com,GAMES,100,9,8,892,WESTERN EUROPE                     ,Denmark ,Copenhagen,2016-Jun-03 11:20:47
1.46493E+12,2016-Jun-09 11:20:48,Mrs.Harry Madison,female,harry.madison.com,PAINTING,175,4,5,695,C.W. OF IND. STATES ,Azerbaijan ,Baku,2016-Jun-03 11:20:48
1.46493E+12,2016-Jun-07 11:20:48,Mr.Rutherford McKinley,M,rutherford_mckinley@hotmail.com,GADGETS,180,3,8,532,SUB-SAHARAN AFRICA                 ,Malawi ,Lilongwe,2016-Jun-03 11:20:48
1.46493E+12,2016-Jun-08 11:20:48,,,g.george.h.harding@in.defteam.com,GIFTS,60,9,9,531,ASIA (EX. NEAR EAST)         ,Philippines ,Manila,2016-Jun-03 11:20:48
1.46493E+12,2016-Jun-06 11:20:48,Mr.Calvin Adams,MALE,C@calvin@adams@gmail.com,GAMES,100,3,3,297,ASIA (EX. NEAR EAST)         ,Vietnam ,Hanoi,2016-Jun-03 11:20:48
1.46493E+12,2016-Jun-09 11:20:49,Mrs.Abraham Arthur,F,a@hotmail.com,MUSIC,20,1,3,17,OCEANIA                            ,Tonga ,Nukuʻalofa,2016-Jun-03 11:20:49
1.46493E+12,2016-Jun-05 11:20:49,Mr.Grover Buchanan,M,grover..buchanan@facebook.com,MUSIC,20,1,4,16,WESTERN EUROPE                     ,Liechtenstein ,Vaduz,2016-Jun-03 11:20:49
1.46493E+12,2016-Jun-07 11:20:49,Mrs.Martin Monroe,F,martin.MONROE@yahoomail.com,TOYS,25,6,6,144,BALTICS                            ,Lithuania ,Vilnius,2016-Jun-03 11:20:49
1.46493E+12,2016-Jun-05 11:20:49,,,h.herbert.t.tyler@in.defteam.com,MOBILE,500,8,5,3995,NORTHERN AFRICA                    ,Morocco ,Rabat,2016-Jun-03 11:20:49
1.46493E+12,2016-Jun-07 11:20:50,Mrs.Lyndon Pierce,female,L@gmail.com,LITERATURE,90,7,3,627,WESTERN EUROPE                     ,San Marino ,San Marino,2016-Jun-03 11:20:50
1.46493E+12,2016-Jun-07 11:20:50,Mr.Warren Buchanan,m,warren.buchanan@outlook.com,SOFTWARE,40,5,2,198,NEAR EAST                          ,Israel ,Jerusalem,2016-Jun-03 11:20:50
1.46493E+12,2016-Jun-06 11:20:50,Mr.Ronald Madison,M,ronald..madison@facebook.com,FASHION,600,10,8,5992,SUB-SAHARAN AFRICA                 ,Sierra Leone ,Freetown,2016-Jun-03 11:20:50
1.46493E+12,2016-Jun-09 11:20:50,Mrs.Thomas Tyler,F,t.thomas.t.tyler@in.defteam.com,TOYS,25,2,3,47,LATIN AMER. & CARIB    ,Aruba ,Oranjestad,2016-Jun-03 11:20:50
1.46493E+12,2016-Jun-05 11:20:51,Mr.Ronald Madison,MALE,ronald.madison@outlook..com,GADGETS,180,1,7,173,WESTERN EUROPE                     ,Luxembourg ,Luxembourg,2016-Jun-03 11:20:51
1.46493E+12,2016-Jun-07 11:20:52,,,andrew.harrison.com,MECHANICAL,300,6,6,1794,ASIA (EX. NEAR EAST)         ,Thailand ,Bangkok,2016-Jun-03 11:20:52
1.46493E+12,2016-Jun-08 11:20:52,Mrs.Ronald Cleveland,female,r.ronald.c.cleveland@in.defteam.com,GADGETS,180,4,4,716,WESTERN EUROPE                     ,Germany ,Berlin,2016-Jun-03 11:20:52
1.46493E+12,2016-Jun-09 11:20:52,Mr.Ronald Wilson,M,r@hotmail.com,LIGHTING,55,10,1,549,SUB-SAHARAN AFRICA                 ,Burundi ,Bujumbura,2016-Jun-03 11:20:52
1.46493E+12,2016-Jun-09 11:20:53,Mr.Warren Fillmore,male,w.warren.f.fillmore+2015@facebook.com,SOFTWARE,40,9,1,359,SUB-SAHARAN AFRICA                 ,Lesotho ,Maseru,2016-Jun-03 11:20:53
1.46493E+12,2016-Jun-09 11:20:54,Mrs.Harry Hayes,female,harry.2015-hayes-boom@gmail.com,LIGHTING,55,2,9,101,WESTERN EUROPE                     ,Isle of Man ,Douglas,2016-Jun-03 11:20:54
1.46493E+12,2016-Jun-06 11:20:54,Mrs.Chester Washington,female,C@chester@washington@gmail.com,GAMES,100,7,1,699,ASIA (EX. NEAR EAST)         ,China ,Beijing,2016-Jun-03 11:20:54
1.46493E+12,2016-Jun-07 11:20:54,Mr.Rutherford Coolidge,M,R@gmail.com,MUSIC,20,1,5,15,LATIN AMER. & CARIB    ,Costa Rica ,San José,2016-Jun-03 11:20:54
1.46493E+12,2016-Jun-08 11:20:55,Mr.John Polk,male,john.POLK@yahoomail.com,TOYS,25,5,7,118,WESTERN EUROPE                     ,Iceland ,Reykjavík,2016-Jun-03 11:20:55
1.46493E+12,2016-Jun-05 11:20:55,Mr.Chester Carter,Male,chester..carter@facebook.com,VISUAL,275,3,8,817,ASIA (EX. NEAR EAST)         ,India ,New Delhi,2016-Jun-03 11:20:55
1.46493E+12,2016-Jun-09 11:20:55,Mrs.Andrew Madison,FEMALE,andrew.madison@outlook.com,ARTS,35,6,3,207,WESTERN EUROPE                     ,Guernsey ,St. Peter Port,2016-Jun-03 11:20:55
1.46493E+12,2016-Jun-08 11:20:56,,,harry.2015-adams-boom@gmail.com,PAINTING,175,7,8,1217,LATIN AMER. & CARIB    ,Haiti ,Port-au-Prince,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-06 11:20:56,Mrs.Bill Harrison,FEMALE,b.bill.h.harrison+2015@facebook.com,LITERATURE,90,6,8,532,LATIN AMER. & CARIB    ,Montserrat ,Plymouth,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-09 11:20:56,Mrs.Benjamin Jackson,female,benjamin_jackson@hotmail.com,HANDICRAFT,150,1,1,149,OCEANIA                            ,Nauru ,Yaren,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-06 11:20:56,Mr.Lyndon Jefferson,Male,lyndon.jefferson@outlook..com,LIGHTING,55,1,3,52,LATIN AMER. & CARIB    ,French Guiana ,Cayenne,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-08 11:20:56,Mr.Grover Fillmore,MALE,G@gmail.com,MECHANICAL,300,5,2,1498,SUB-SAHARAN AFRICA                 ,Guinea ,Conakry,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-09 11:20:56,Mr.Zachary Quincy,M,z.zachary.q.quincy@in.defteam.com,SOFTWARE,40,10,4,396,WESTERN EUROPE                     ,United Kingdom ,London,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-08 11:20:56,,,g.george.w.wilson@in.defteam.com,MOBILE,500,1,6,494,LATIN AMER. & CARIB    ,Barbados ,Bridgetown,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-08 11:20:56,,,C@chester@polk@gmail.com,MECHANICAL,300,5,1,1499,LATIN AMER. & CARIB    ,Cayman Islands ,George Town,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-09 11:20:56,Mr.Gerald Johnson,M,g.gerald.j.johnson+2015@facebook.com,MUSIC,20,5,4,96,EASTERN EUROPE                     ,Bulgaria ,Sofia,2016-Jun-03 11:20:56
1.46493E+12,2016-Jun-07 11:20:57,,,h.harry.h.harrison@in.defteam.com,VISUAL,275,10,8,2742,SUB-SAHARAN AFRICA                 ,Ghana ,Accra,2016-Jun-03 11:20:57
1.46493E+12,2016-Jun-05 11:20:57,Mr.Herbert Polk,male,herbert_polk@hotmail.com,LIGHTING,55,1,9,46,NORTHERN AFRICA                    ,Morocco ,Rabat,2016-Jun-03 11:20:57
1.46493E+12,2016-Jun-05 11:20:59,Mrs.Theodore Eisenhower,female,theodoreandeisenhower@yahoomail.com,OPTICAL,50,2,1,99,LATIN AMER. & CARIB    ,Barbados ,Bridgetown,2016-Jun-03 11:20:59
1.46493E+12,2016-Jun-05 11:20:59,Mrs.Grover Johnson,Female,grover_johnson@hotmail.com,LIGHTING,55,1,7,48,OCEANIA                            ,Tonga ,Nukuʻalofa,2016-Jun-03 11:20:59
1.46493E+12,2016-Jun-09 11:20:59,Mrs.John Buchanan,female,john.buchanan@outlook.com,ENTERTAINMENT,110,6,9,651,NORTHERN AFRICA                    ,Algeria ,Algiers,2016-Jun-03 11:20:59
1.46493E+12,2016-Jun-09 11:21:00,Mrs.Woodrow Roosevelt,f,woodrowandroosevelt@yahoomail.com,ENTERTAINMENT,110,9,7,983,LATIN AMER. & CARIB    ,Grenada ,St. George's,2016-Jun-03 11:21:00
1.46493E+12,2016-Jun-08 11:21:00,Mr.Rutherford Van Buren,M,rutherford.van buren@outlook..com,FURNITURE,450,6,8,2692,SUB-SAHARAN AFRICA                 ,Nigeria ,Abuja,2016-Jun-03 11:21:00
1.46493E+12,2016-Jun-07 11:21:00,Mrs.Gerald Harrison,FEMALE,gerald.harrison@outlook..com,CROCKERY,30,1,8,22,OCEANIA                            ,Tonga ,Nukuʻalofa,2016-Jun-03 11:21:00
1.46493E+12,2016-Jun-06 11:21:01,Mr.Calvin Monroe,m,calvin.monroe.com,HANDICRAFT,150,3,1,449,C.W. OF IND. STATES ,Ukraine ,Kiev,2016-Jun-03 11:21:01
1.46493E+12,2016-Jun-07 11:21:02,Mr.Richard Pierce,m,R@gmail.com,SOFTWARE,40,3,6,114,NEAR EAST                          ,Kuwait ,Kuwait City,2016-Jun-03 11:21:02
1.46493E+12,2016-Jun-07 11:21:02,Mrs.Calvin Jackson,F,calvin_jackson@hotmail.com,COMPUTER PERIPHERALS,80,10,5,795,LATIN AMER. & CARIB    ,Cuba ,Havana,2016-Jun-03 11:21:02
1.46493E+12,2016-Jun-05 11:21:02,Mrs.Franklin Washington,Female,franklin.2015-washington-boom@gmail.com,TOYS,25,8,5,195,WESTERN EUROPE                     ,Luxembourg ,Luxembourg,2016-Jun-03 11:21:02
1.46493E+12,2016-Jun-09 11:21:03,Mrs.Martin Clinton,FEMALE,M@gmail.com,LIGHTING,55,4,2,218,SUB-SAHARAN AFRICA                 ,Mali ,Bamako,2016-Jun-03 11:21:03
1.46493E+12,2016-Jun-07 11:21:03,Mr.Rutherford Johnson,m,rutherford_johnson@hotmail.com,ARTS,35,6,7,203,SUB-SAHARAN AFRICA                 ,Cape Verde ,Praia,2016-Jun-03 11:21:03
1.46493E+12,2016-Jun-05 11:21:03,Mr.Harry Carter,male,harry_carter@hotmail.com,CROCKERY,30,8,9,231,WESTERN EUROPE                     ,Monaco ,Monaco,2016-Jun-03 11:21:03
1.46493E+12,2016-Jun-07 11:21:04,Mr.Ulysses Tyler,MALE,ulysses.tyler@outlook.com,ELECTRICAL,250,1,4,246,ASIA (EX. NEAR EAST)         ,Iran ,Tehran,2016-Jun-03 11:21:04
1.46493E+12,2016-Jun-07 11:21:04,Mrs.Andrew Taylor,FEMALE,a.andrew.t.taylor@in.defteam.com,LITERATURE,90,1,5,85,LATIN AMER. & CARIB    ,Saint Vincent and the Grenadines ,Kingstown,2016-Jun-03 11:21:04
1.46493E+12,2016-Jun-08 11:21:04,Mrs.Bill Harding,female,bill..harding@facebook.com,COMPUTER PERIPHERALS,80,3,8,232,SUB-SAHARAN AFRICA                 ,Guinea ,Conakry,2016-Jun-03 11:21:04
1.46493E+12,2016-Jun-06 11:21:04,Mrs.Thomas Cleveland,FEMALE,thomas.cleveland@outlook..com,HANDICRAFT,150,7,3,1047,SUB-SAHARAN AFRICA                 ,Cape Verde ,Praia,2016-Jun-03 11:21:04
1.46493E+12,2016-Jun-07 11:21:04,Mr.Zachary Harrison,male,zachary.2015-harrison-boom@gmail.com,OPTICAL,50,9,8,442,NORTHERN AFRICA                    ,Egypt ,Cairo,2016-Jun-03 11:21:04
1.46493E+12,2016-Jun-05 11:21:05,Mr.Warren Cleveland,male,w.warren.c.cleveland+2015@facebook.com,LIGHTING,55,10,6,544,NEAR EAST                          ,Saudi Arabia ,Riyadh,2016-Jun-03 11:21:05
1.46493E+12,2016-Jun-09 11:21:05,Mrs.Warren Roosevelt,F,warren.ROOSEVELT@yahoomail.com,VISUAL,275,8,1,2199,EASTERN EUROPE                     ,Czech Republic ,Prague,2016-Jun-03 11:21:05
1.46493E+12,2016-Jun-05 11:21:06,Mrs.Benjamin Roosevelt,FEMALE,b.benjamin.r.roosevelt+2015@facebook.com,OPTICAL,50,1,4,46,LATIN AMER. & CARIB    ,Jamaica ,Kingston,2016-Jun-03 11:21:06
1.46493E+12,2016-Jun-06 11:21:06,Mr.Dwight Jackson,Male,d.dwight.j.jackson+2015@facebook.com,COMPUTER PERIPHERALS,80,9,3,717,LATIN AMER. & CARIB    ,Puerto Rico ,San Juan,2016-Jun-03 11:21:06
1.46493E+12,2016-Jun-05 11:21:06,Mr.Theodore Adams,male,theodore.adams@outlook.com,ENTERTAINMENT,110,7,6,764,EASTERN EUROPE                     ,Romania ,Bucharest,2016-Jun-03 11:21:06
1.46493E+12,2016-Jun-06 11:21:07,,,lyndon.madison@outlook.com,WARDROBE,850,8,9,6791,C.W. OF IND. STATES ,Ukraine ,Kiev,2016-Jun-03 11:21:07
1.46493E+12,2016-Jun-08 11:21:07,,,F@gmail.com,TOYS,25,8,6,194,OCEANIA                            ,New Caledonia ,Nouméa,2016-Jun-03 11:21:07
1.46493E+12,2016-Jun-08 11:21:07,Mr.Thomas Johnson,male,thomas.JOHNSON@yahoomail.com,ELECTRONICS,800,8,2,6398,LATIN AMER. & CARIB    ,Panama ,Panama City,2016-Jun-03 11:21:07
1.46493E+12,2016-Jun-09 11:21:08,Mrs.Richard Coolidge,Female,richard_coolidge@hotmail.com,GADGETS,180,9,9,1611,WESTERN EUROPE                     ,Malta ,Valletta,2016-Jun-03 11:21:08
1.46493E+12,2016-Jun-07 11:21:09,Mrs.Harry Roosevelt,f,harryandroosevelt@yahoomail.com,PAINTING,175,1,4,171,NORTHERN AFRICA                    ,Algeria ,Algiers,2016-Jun-03 11:21:09
1.46493E+12,2016-Jun-05 11:21:09,Mr.William Monroe,Male,w.william.m.monroe+2015@facebook.com,SOFTWARE,40,5,3,197,OCEANIA                            ,Palau ,Melekeok,2016-Jun-03 11:21:09
1.46493E+12,2016-Jun-06 11:21:09,Mr.Jimmy Taylor,Male,jimmy.TAYLOR@yahoomail.com,ELECTRONICS,800,4,6,3194,NORTHERN AMERICA                   ,United States ,"Washington, D.C.",2016-Jun-03 11:21:09
1.46493E+12,2016-Jun-05 11:21:09,Mrs.Millard Hayes,f,millard.hayes@outlook.com,GIFTS,60,7,9,411,ASIA (EX. NEAR EAST)         ,India ,New Delhi,2016-Jun-03 11:21:09
1.46493E+12,2016-Jun-08 11:21:10,Mrs.William Hayes,female,william.HAYES@yahoomail.com,MUSIC,20,8,6,154,WESTERN EUROPE                     ,Isle of Man ,Douglas,2016-Jun-03 11:21:10
1.46493E+12,2016-Jun-07 11:21:10,Mr.Dwight Kennedy,M,D@dwight@kennedy@gmail.com,OPTICAL,50,4,8,192,SUB-SAHARAN AFRICA                 ,Saint Helena ,Jamestown,2016-Jun-03 11:21:10
1.46493E+12,2016-Jun-09 11:21:11,Mr.Ronald Truman,MALE,ronald.2015-truman-boom@gmail.com,FOOTWEAR,45,8,9,351,LATIN AMER. & CARIB    ,Paraguay ,Asunción,2016-Jun-03 11:21:11
1.46493E+12,2016-Jun-06 11:21:12,Mr.Richard Garfield,MALE,richard.2015-garfield-boom@gmail.com,ARTS,35,5,3,172,WESTERN EUROPE                     ,Jersey ,St. Helier,2016-Jun-03 11:21:12
1.46493E+12,2016-Jun-07 11:21:12,Mr.Herbert Harrison,MALE,herbert_harrison@hotmail.com,FURNITURE,450,10,1,4499,ASIA (EX. NEAR EAST)         ,Indonesia ,Jakarta,2016-Jun-03 11:21:12
1.46493E+12,2016-Jun-06 11:21:12,Mr.Harry Clinton,MALE,harryandclinton@yahoomail.com,ELECTRONICS,800,9,1,7199,OCEANIA                            ,Guam ,Hagåtña,2016-Jun-03 11:21:12
1.46493E+12,2016-Jun-08 11:21:13,Mr.Jimmy Fillmore,Male,J@gmail.com,ENTERTAINMENT,110,2,5,215,ASIA (EX. NEAR EAST)         ,Bhutan ,Thimphu,2016-Jun-03 11:21:13
1.46493E+12,2016-Jun-05 11:21:13,,,james..lincoln@facebook.com,VISUAL,275,10,3,2747,LATIN AMER. & CARIB    ,Colombia ,Bogotá,2016-Jun-03 11:21:13
1.46493E+12,2016-Jun-06 11:21:13,Mr.Ulysses Clinton,Male,ulysses_clinton@hotmail.com,ELECTRICAL,250,10,2,2498,EASTERN EUROPE                     ,Czech Republic ,Prague,2016-Jun-03 11:21:13
1.46493E+12,2016-Jun-09 11:21:13,,,thomas.reagan.com,FOOTWEAR,45,3,9,126,C.W. OF IND. STATES ,Tajikistan ,Dushanbe,2016-Jun-03 11:21:13
1.46493E+12,2016-Jun-07 11:21:13,Mr.Jimmy Madison,Male,J@gmail.com,ELECTRONICS,800,3,9,2391,SUB-SAHARAN AFRICA                 ,Nigeria ,Abuja,2016-Jun-03 11:21:13
1.46493E+12,2016-Jun-07 11:21:14,Mr.Rutherford Adams,MALE,rutherford.2015-adams-boom@gmail.com,GIFTS,60,6,5,355,SUB-SAHARAN AFRICA                 ,Cameroon ,Yaoundé,2016-Jun-03 11:21:14
1.46493E+12,2016-Jun-05 11:21:14,Mr.George Hayes,m,george_hayes@hotmail.com,GADGETS,180,2,3,357,LATIN AMER. & CARIB    ,Panama ,Panama City,2016-Jun-03 11:21:14
1.46493E+12,2016-Jun-09 11:21:14,Mr.Warren Adams,M,w@hotmail.com,OPTICAL,50,8,5,395,ASIA (EX. NEAR EAST)         ,Thailand ,Bangkok,2016-Jun-03 11:21:14
1.46493E+12,2016-Jun-09 11:21:14,Mrs.Martin Taft,F,m.martin.t.taft+2015@facebook.com,LITERATURE,90,2,8,172,SUB-SAHARAN AFRICA                 ,Senegal ,Dakar,2016-Jun-03 11:21:14
1.46493E+12,2016-Jun-07 11:21:15,Mr.Richard Van Buren,m,r.richard.v.van buren@in.defteam.com,FASHION,600,5,4,2996,SUB-SAHARAN AFRICA                 ,Mauritius ,Port Louis,2016-Jun-03 11:21:15
1.46493E+12,2016-Jun-06 11:21:15,Mrs.Jimmy Cleveland,Female,jimmy.cleveland.com,MOBILE,500,8,1,3999,WESTERN EUROPE                     ,Denmark ,Copenhagen,2016-Jun-03 11:21:15
1.46493E+12,2016-Jun-09 11:21:15,Mr.Gerald Roosevelt,m,gerald.roosevelt@outlook.com,MUSIC,20,7,1,139,LATIN AMER. & CARIB    ,Uruguay ,Montevideo,2016-Jun-03 11:21:15
1.46493E+12,2016-Jun-06 11:21:16,,,g@hotmail.com,ELECTRONICS,800,7,6,5594,LATIN AMER. & CARIB    ,Mexico ,Mexico City,2016-Jun-03 11:21:16
1.46493E+12,2016-Jun-07 11:21:16,Mrs.Franklin Jackson,female,F@gmail.com,MUSIC,20,10,3,197,OCEANIA                            ,Vanuatu ,Port Vila,2016-Jun-03 11:21:16
1.46493E+12,2016-Jun-08 11:21:17,Mr.Theodore Jackson,M,t.theodore.j.jackson@in.defteam.com,ELECTRICAL,250,9,3,2247,LATIN AMER. & CARIB    ,Bolivia ,La Paz,2016-Jun-03 11:21:17
1.46493E+12,2016-Jun-05 11:21:17,Mrs.Chester Washington,female,c@hotmail.com,GIFTS,60,2,9,111,ASIA (EX. NEAR EAST)         ,Nepal ,Kathmandu,2016-Jun-03 11:21:17
1.46493E+12,2016-Jun-08 11:21:17,Mr.Abraham Madison,m,abrahamandmadison@yahoomail.com,GIFTS,60,7,9,411,LATIN AMER. & CARIB    ,Suriname ,Paramaribo,2016-Jun-03 11:21:17
1.46493E+12,2016-Jun-07 11:21:18,Mrs.Chester Jefferson,female,C@chester@jefferson@gmail.com,GIFTS,60,8,8,472,LATIN AMER. & CARIB    ,Bahamas,Nassau,2016-Jun-03 11:21:18
1.46493E+12,2016-Jun-07 11:21:19,,,J@james@clinton@gmail.com,GIFTS,60,10,9,591,SUB-SAHARAN AFRICA                 ,South Africa ,Pretoria,2016-Jun-03 11:21:19
1.46493E+12,2016-Jun-09 11:21:19,Mrs.Martin Roosevelt,FEMALE,martin.roosevelt.com,SOFTWARE,40,2,2,78,LATIN AMER. & CARIB    ,Suriname ,Paramaribo,2016-Jun-03 11:21:19
1.46493E+12,2016-Jun-08 11:21:20,Mr.Rutherford Ford,m,r@hotmail.com,LIGHTING,55,2,3,107,LATIN AMER. & CARIB    ,Dominica ,Roseau,2016-Jun-03 11:21:20
1.46493E+12,2016-Jun-07 11:21:20,Mr.Bill Roosevelt,m,bill.roosevelt.com,HANDICRAFT,150,9,5,1345,LATIN AMER. & CARIB    ,Barbados ,Bridgetown,2016-Jun-03 11:21:20
1.46493E+12,2016-Jun-06 11:21:20,Mrs.William Buchanan,female,william_buchanan@hotmail.com,LIGHTING,55,1,8,47,ASIA (EX. NEAR EAST)         ,Mongolia ,Ulan Bator,2016-Jun-03 11:21:20
1.46493E+12,2016-Jun-07 11:21:21,Mrs.John Washington,female,johnandwashington@yahoomail.com,OPTICAL,50,10,8,492,NEAR EAST                          ,Cyprus ,Nicosia,2016-Jun-03 11:21:21
1.46493E+12,2016-Jun-08 11:21:21,Mrs.Dwight Johnson,Female,D@dwight@johnson@gmail.com,WARDROBE,850,8,4,6796,WESTERN EUROPE                     ,Faroe Islands ,Tórshavn,2016-Jun-03 11:21:21
1.46493E+12,2016-Jun-05 11:21:21,Mrs.Theodore Taft,female,theodore.2015-taft-boom@gmail.com,LIGHTING,55,6,1,329,WESTERN EUROPE                     ,Finland ,Helsinki,2016-Jun-03 11:21:21
1.46493E+12,2016-Jun-08 11:21:21,Mrs.Grover Kennedy,f,g@hotmail.com,MUSIC,20,5,7,93,LATIN AMER. & CARIB    ,Panama ,Panama City,2016-Jun-03 11:21:21
1.46493E+12,2016-Jun-06 11:21:21,,,franklin_arthur@hotmail.com,ELECTRICAL,250,8,4,1996,SUB-SAHARAN AFRICA                 ,Djibouti ,Djibouti,2016-Jun-03 11:21:21
1.46493E+12,2016-Jun-07 11:21:22,Mr.George Hoover,m,george..hoover@facebook.com,COMPUTER PERIPHERALS,80,10,3,797,NORTHERN AMERICA                   ,Canada ,Ottawa,2016-Jun-03 11:21:22
1.46493E+12,2016-Jun-06 11:21:22,Mr.Dwight Pierce,Male,dwightandpierce@yahoomail.com,LITERATURE,90,9,8,802,SUB-SAHARAN AFRICA                 ,Ethiopia ,Addis Ababa,2016-Jun-03 11:21:22
1.46493E+12,2016-Jun-05 11:21:23,Mrs.John Roosevelt,FEMALE,J@gmail.com,VISUAL,275,6,3,1647,EASTERN EUROPE                     ,Hungary ,Budapest,2016-Jun-03 11:21:23
1.46493E+12,2016-Jun-08 11:21:23,Mr.James Adams,male,j@hotmail.com,FASHION,600,3,6,1794,ASIA (EX. NEAR EAST)         ,Cambodia ,Phnom Penh,2016-Jun-03 11:21:23
1.46493E+12,2016-Jun-07 11:21:24,Mrs.Calvin Roosevelt,FEMALE,C@gmail.com,VISUAL,275,5,4,1371,OCEANIA                            ,Solomon Islands ,Honiara,2016-Jun-03 11:21:24
1.46493E+12,2016-Jun-06 11:21:25,Mrs.Calvin Pierce,female,C@gmail.com,MOBILE,500,7,4,3496,NEAR EAST                          ,Oman ,Muscat,2016-Jun-03 11:21:25
1.46493E+12,2016-Jun-05 11:21:25,Mrs.Warren Hoover,F,warren.hoover@outlook..com,TOYS,25,8,8,192,SUB-SAHARAN AFRICA                 ,Cameroon ,Yaoundé,2016-Jun-03 11:21:25
1.46493E+12,2016-Jun-07 11:21:26,,,m.millard.n.nixon@in.defteam.com,ENTERTAINMENT,110,3,2,328,WESTERN EUROPE                     ,Spain ,Madrid,2016-Jun-03 11:21:26
1.46493E+12,2016-Jun-05 11:21:26,Mrs.Ulysses Kennedy,female,ulysses.2015-kennedy-boom@gmail.com,HANDICRAFT,150,1,4,146,C.W. OF IND. STATES ,Uzbekistan ,Tashkent,2016-Jun-03 11:21:26
1.46493E+12,2016-Jun-07 11:21:26,Mr.Richard Buchanan,male,r@hotmail.com,OPTICAL,50,2,5,95,WESTERN EUROPE                     ,United Kingdom ,London,2016-Jun-03 11:21:26
1.46493E+12,2016-Jun-05 11:21:26,Mr.Thomas Fillmore,male,t.thomas.f.fillmore@in.defteam.com,ARTS,35,5,5,170,SUB-SAHARAN AFRICA                 ,Saint Helena ,Jamestown,2016-Jun-03 11:21:26
1.46493E+12,2016-Jun-09 11:21:27,Mr.Chester McKinley,Male,chester.mckinley.com,FURNITURE,450,4,4,1796,LATIN AMER. & CARIB    ,Panama ,Panama City,2016-Jun-03 11:21:27
1.46493E+12,2016-Jun-08 11:21:27,,,J@gmail.com,GAMES,100,2,2,198,NEAR EAST                          ,Saudi Arabia ,Riyadh,2016-Jun-03 11:21:27
1.46493E+12,2016-Jun-07 11:21:28,Mrs.Calvin Jefferson,female,calvin.jefferson@outlook.com,ELECTRICAL,250,1,1,249,SUB-SAHARAN AFRICA                 ,Malawi ,Lilongwe,2016-Jun-03 11:21:28
1.46493E+12,2016-Jun-08 11:21:28,Mr.Thomas Carter,MALE,thomas.2015-carter-boom@gmail.com,FURNITURE,450,7,2,3148,NORTHERN AMERICA                   ,Greenland ,Nuuk,2016-Jun-03 11:21:28
1.46493E+12,2016-Jun-05 11:21:28,,,j.james.t.truman@in.defteam.com,ENTERTAINMENT,110,6,3,657,SUB-SAHARAN AFRICA                 ,Ghana ,Accra,2016-Jun-03 11:21:28
1.46493E+12,2016-Jun-06 11:21:28,Mrs.Benjamin Ford,FEMALE,B@benjamin@ford@gmail.com,GAMES,100,8,2,798,SUB-SAHARAN AFRICA                 ,Saint Helena ,Jamestown,2016-Jun-03 11:21:28
